550,143,554,21106,69,64,73,10384,6564,1442,13664,-512,5504,44,1852,1136
560,143,572,21084,84,72,80,10586,6564,1451,13632,-368,5456,52,1856,1144
535,143,554,20760,79,64,80,10586,6575,1451,13664,-432,5424,48,1852,1140
515,112,517,20716,69,40,58,10384,6564,1442,13824,-640,4992,56,1844,1144
505,112,480,20517,69,48,58,10485,6629,1451,13760,-464,4928,52,1848,1140
520,122,554,20510,84,72,80,10636,6683,1470,13808,-512,4960,48,1852,1144
535,143,572,21091,94,104,117,10939,6900,1498,13776,-576,4976,56,1856,1140
569,143,572,22358,84,129,146,11040,7073,1517,13680,-368,5280,60,1856,1140
614,184,628,22395,103,137,146,11040,6954,1517,13616,-48,5664,60,1856,1148
584,143,572,22093,79,112,117,10737,6846,1451,13616,-240,5664,48,1852,1148
574,122,554,21761,79,72,80,10586,6661,1442,13616,-384,5392,40,1852,1136
569,122,554,21599,69,72,73,10384,6575,1442,13616,-352,5360,48,1852,1132
550,153,572,21209,84,88,95,10636,6629,1470,13792,-432,5200,40,1848,1136
520,122,517,20760,69,48,58,10384,6499,1423,13872,-576,4928,48,1844,1128
530,143,554,20723,79,64,73,10485,6575,1451,13792,-640,4720,52,1856,1132
515,112,517,20775,64,40,36,10334,6531,1423,13920,-848,4672,64,1852,1136
515,112,480,20598,64,48,43,10384,6596,1423,13936,-864,4784,56,1844,1148
515,112,517,20620,69,48,73,10586,6661,1451,13808,-656,4912,64,1836,1148
515,112,517,21069,69,64,73,10485,6726,1451,13776,-560,5184,60,1844,1140
530,122,572,21982,84,112,124,10889,6921,1498,13744,-592,5408,56,1836,1144
584,143,609,22586,84,137,146,10939,7041,1498,13600,-432,5504,60,1844,1152
599,153,609,22395,84,129,138,10889,6954,1498,13600,-272,5568,52,1844,1152
599,173,628,22314,94,137,138,10939,6921,1498,13680,-352,5408,56,1844,1140
560,143,572,21982,84,112,138,10939,7019,1517,13776,-464,5120,52,1852,1148
604,173,664,22777,103,153,160,11040,7041,1527,13648,-400,5088,40,1860,1148
599,173,628,22372,103,129,138,10889,6932,1498,13808,-640,5088,52,1856,1140
584,143,572,22314,84,112,124,10737,6846,1470,13840,-560,5136,64,1844,1128
574,143,554,22210,79,88,102,10586,6802,1451,13632,-368,5360,60,1840,1156
574,143,554,22085,69,88,80,10586,6748,1442,13600,-400,5472,68,1840,1148
574,143,572,21739,79,88,95,10586,6770,1470,13616,-208,5712,44,1844,1136
569,143,554,21666,79,72,80,10384,6651,1442,13664,-256,5600,40,1860,1140
535,122,554,20819,79,72,73,10384,6596,1470,13648,-272,5360,48,1844,1144
535,122,572,20760,79,64,58,10384,6575,1470,13680,-352,5168,48,1852,1132
520,143,572,21003,84,88,102,10636,6802,1498,13840,-448,4976,68,1844,1148
550,143,572,21496,94,112,138,10939,6986,1546,13856,-368,4832,48,1852,1140
351,122,480,18920,64,48,73,8418,9185,2153,13264,432,5712,-96,1456,1196
322,92,424,18721,54,40,43,8267,9153,2125,13216,208,5536,-100,1444,1192
366,112,480,19825,69,112,124,8771,9781,2210,12880,-176,5312,-100,1432,1196
371,122,517,20311,69,129,138,8670,9694,2210,12800,-400,5408,-104,1440,1196
396,153,572,20333,79,137,146,8922,9792,2257,12784,-352,5824,-112,1440,1188
421,153,609,20900,84,161,160,8922,9781,2238,12736,-368,5856,-124,1440,1200
406,153,572,20863,84,161,175,8922,9738,2238,12736,-432,5824,-104,1432,1200
406,143,554,20885,79,137,146,8771,9608,2210,12768,-320,6032,-108,1436,1204
411,153,572,21033,79,137,138,8570,9510,2182,12928,-176,6144,-124,1440,1200
411,153,554,20701,69,129,124,8570,9435,2182,13088,-32,6288,-124,1452,1192
396,143,517,20613,69,112,117,8519,9402,2153,13264,-176,6064,-124,1460,1196
391,122,517,20480,64,104,102,8368,9218,2125,13536,-224,6176,-140,1460,1184
381,112,480,20348,64,88,95,8267,9131,2106,13824,-128,6240,-160,1456,1192
391,143,554,20274,69,104,102,8368,9099,2125,13776,-16,6304,-144,1460,1196
396,153,554,20105,79,104,95,8267,8980,2106,13648,256,6560,-152,1452,1192
351,122,480,19045,64,64,58,8217,8893,2096,13616,320,6576,-160,1456,1192
336,112,461,18817,54,48,43,8116,8828,2077,13744,384,6528,-160,1468,1192
356,122,517,19391,69,88,102,8418,9131,2153,13584,512,6448,-156,1464,1192
351,112,517,20436,69,129,124,8418,9456,2163,13456,624,6752,-168,1464,1204
