16042,16718,1463,21758,10147,16319,15260,18766,57,6850,12096,-912,10144,-380,1608,1268
16020,16692,1463,21623,10108,16301,15193,18391,14,6764,11040,1408,7312,-384,1560,1264
18327,17597,1653,24377,10291,17630,16837,18525,86,6828,11920,-272,8064,-396,1588,1268
17323,17151,1594,22647,9964,16549,15363,17642,0,6714,12000,-2992,8816,-392,1612,1264
17558,17230,1677,23469,10056,17337,16716,17883,115,6943,11552,-784,8048,-384,1580,1268
16213,16731,1641,21333,9938,15998,14857,17320,43,6714,11328,-976,8592,-396,1592,1264
16576,16731,1594,21246,9977,15989,14906,16972,0,6692,11216,-1584,9696,-376,1588,1272
17558,17230,1713,23469,10200,17420,16728,17320,115,7007,10992,-832,9168,-380,1588,1264
15807,16548,1641,21217,10108,15898,14851,16892,57,6907,11808,-480,7840,-388,1584,1264
15978,16469,1641,21304,10121,15989,14870,16839,14,6886,11536,-1472,8464,-392,1600,1264
17687,16967,1749,23498,10330,17392,16679,17213,115,7101,10976,-656,8608,-404,1604,1264
15807,16285,1677,20898,10200,15998,14925,16972,57,6950,11424,-768,8608,-404,1608,1252
16042,16246,1689,20820,10252,15888,14699,16839,43,6864,11408,-1472,8624,-408,1612,1260
17986,16902,1844,23449,10343,17392,16545,17133,115,7108,11536,-816,8096,-396,1608,1260
15721,15996,1713,20994,10186,16099,15205,16946,43,6972,11680,-720,8160,-404,1604,1256
17323,16324,1891,22647,10487,17209,16356,16972,130,7151,11264,-1008,8560,-392,1632,1264
16042,15629,1820,20540,10448,15797,14687,16303,43,6929,11600,-880,8352,-412,1636,1252
16811,15695,1879,20927,10487,15943,14973,16062,14,6864,11568,-1024,8560,-420,1620,1252
17922,15891,1987,22483,10800,17218,16581,16517,159,7050,11744,-800,8544,-408,1628,1252
16106,15235,1939,20008,10813,15733,14717,16223,86,6843,11376,-1200,8240,-400,1616,1252
16640,15157,1987,19660,11101,15687,14577,16437,14,6649,12224,-672,8016,-408,1628,1248
19588,15708,2272,21217,11832,17117,16642,17053,159,6764,12032,-592,7728,-416,1628,1248
18520,14815,2213,18181,12407,15412,14699,16732,57,6671,11552,-1680,8144,-420,1632,1256
19395,14789,2355,17456,13896,15210,14468,16812,86,6613,11488,-784,9088,-424,1652,1248
22194,15366,2534,19061,14287,16328,16076,17401,130,6663,10704,16,9360,-416,1660,1244
19609,14710,2546,17089,14731,15155,14882,17347,115,6491,12080,-368,8464,-416,1656,1244
17516,14199,2510,15987,13412,14559,14468,15634,86,4614,14192,-304,8704,-424,1684,1256
17046,13556,2415,15465,12106,14128,14462,15339,57,4299,8720,240,6480,-428,1688,1252
18221,13542,2320,15224,10226,14101,14535,14670,14,4442,14528,-1728,5728,-492,1716,1236
19075,13687,2320,16412,8201,15182,15838,13626,86,4542,11008,-2256,7920,-540,1764,1224
17516,11915,2058,14479,5080,13349,13268,9610,43,4077,8736,-2272,12112,-632,1796,1208
15038,10130,1653,13909,2037,12955,12872,7576,43,3561,6976,-1680,8656,-792,1788,1200
11684,9094,1487,13851,1057,12881,13834,6050,130,3009,6528,-2352,8752,-868,1788,1164
8138,8346,1130,11386,352,9608,10880,2382,43,2364,4368,-944,8912,-1008,1796,1112
6237,8779,856,8950,143,7050,7115,1124,14,1906,2400,2160,12048,-1148,1844,1040
4998,8595,785,6630,208,5546,4916,1070,130,1655,1584,864,11776,-1324,1828,952
3161,7243,571,4137,130,3438,2656,776,43,1411,528,144,10528,-1380,1828,916
2200,5774,499,2638,130,2136,1723,749,43,1268,-848,720,12416,-1504,1832,800
2007,5196,499,2290,169,1852,1638,829,130,1218,-1760,4544,14400,-1592,1864,680
1538,4553,404,1768,130,1393,1462,669,57,1160,-1984,4224,14752,-1636,1856,620
1303,4173,356,1478,104,1191,1401,588,14,1132,-1392,4288,14752,-1716,1820,508
1388,4068,368,1488,143,1274,1462,669,86,1153,-2688,5952,15840,-1780,1760,432
1132,3818,321,1266,104,1072,1364,535,43,1132,-3392,4656,17536,-1816,1720,376
1089,3753,333,1237,130,1045,1352,535,57,1153,-3824,5744,20864,-1836,1672,336
1303,3818,368,1353,169,1191,1419,669,115,1175,-3552,5456,20400,-1840,1672,316
1025,3661,333,1266,130,1091,1382,669,57,1175,-6352,2704,14592,-1836,1672,292
1025,3635,333,1343,130,1164,1462,696,57,1189,-3552,1904,13936,-1832,1664,268
1153,3674,356,1614,143,1393,1565,829,86,1210,-1904,1216,13984,-1832,1660,268
897,3516,297,1507,78,1274,1468,749,14,1175,-3760,2384,14528,-1836,1688,244
939,3516,297,1527,104,1246,1437,776,43,1160,-4944,672,15264,-1832,1672,236
1089,3595,356,1672,143,1393,1486,883,86,1175,-5344,208,14208,-1836,1676,228
