192,2204,59,106,65,43,1159,294,308,1089,2480,1712,14112,-1408,2160,616
363,2362,118,193,130,149,1291,481,402,1132,2448,1776,14160,-1404,2152,612
192,2204,59,106,65,43,1159,294,308,1089,2448,1776,14160,-1404,2152,612
427,2388,130,212,143,149,1309,535,416,1139,2464,1584,14240,-1396,2176,612
128,2178,47,86,39,31,1147,240,295,1074,2464,1584,14240,-1396,2176,612
405,2362,118,193,130,136,1291,481,402,1132,2368,1728,14208,-1408,2164,628
85,2165,23,57,26,24,1141,214,268,1060,2368,1728,14208,-1408,2164,628
427,2401,130,212,143,155,1309,481,416,1139,2336,1696,14080,-1424,2172,616
170,2204,47,106,65,43,1159,321,308,1089,2336,1696,14080,-1424,2172,616
427,2401,130,212,143,155,1309,481,402,1139,2352,1776,14192,-1412,2164,616
170,2204,59,106,65,49,1159,294,308,1096,2352,1776,14192,-1412,2164,616
405,2388,118,183,130,136,1279,455,376,1117,2352,1728,14176,-1416,2172,620
85,2165,23,57,26,31,1147,240,295,1074,2352,1728,14176,-1416,2172,620
427,2388,118,193,130,149,1291,455,349,1117,2336,1696,13952,-1408,2168,616
85,2165,23,77,26,31,1141,240,268,1074,2336,1696,13952,-1408,2168,616
469,2401,130,212,143,149,1291,481,402,1132,2464,1776,14096,-1412,2160,604
128,2165,23,77,26,43,1159,240,308,1074,2464,1776,14096,-1412,2160,604
469,2401,130,212,143,149,1291,481,402,1132,2576,1664,14160,-1400,2164,612
85,2165,23,77,39,43,1159,294,295,1089,2576,1664,14160,-1404,2164,624
469,2427,154,212,143,149,1291,455,402,1132,2592,1760,14160,-1404,2164,624
170,2204,59,106,65,49,1165,321,308,1096,2576,1504,14016,-1396,2172,624
469,2427,130,212,143,149,1279,481,402,1117,2576,1504,14016,-1396,2172,624
128,2204,59,106,78,49,1183,321,335,1096,2448,1312,14016,-1420,2164,612
427,2388,118,183,104,136,1267,455,349,1110,2448,1312,14016,-1420,2164,612
170,2204,59,106,65,62,1183,321,335,1096,2464,1664,14048,-1412,2176,616
427,2362,95,183,104,130,1267,374,335,1110,2464,1664,14048,-1412,2176,616
64,2139,23,77,26,43,1159,294,295,1074,2368,2064,14208,-1416,2188,624
427,2388,118,183,104,130,1249,401,349,1110,2368,2064,14208,-1416,2188,624
170,2204,59,106,78,62,1183,321,335,1110,2368,1664,14176,-1408,2168,624
469,2401,130,212,143,136,1279,455,376,1117,2368,1664,14176,-1408,2168,624
85,2204,47,86,39,49,1165,294,308,1096,2320,1312,14192,-1408,2160,624
491,2401,130,212,130,136,1261,455,376,1117,2320,1312,14192,-1408,2160,624
170,2217,59,115,65,62,1183,374,335,1110,2304,1632,14240,-1420,2168,608
405,2362,95,183,78,118,1243,374,335,1096,2304,1632,14240,-1420,2168,608
128,2178,47,106,65,62,1183,294,308,1089,2368,1728,14240,-1404,2168,612
469,2388,130,193,143,130,1249,455,376,1117,2368,1728,14240,-1404,2168,612
170,2217,59,115,78,68,1183,374,335,1110,2400,1888,14176,-1412,2192,608
469,2388,130,193,130,136,1261,455,376,1110,2400,1888,14176,-1404,2172,624
170,2217,83,115,78,68,1183,321,335,1110,2432,1552,14064,-1404,2172,624
405,2349,95,183,104,118,1243,374,335,1089,2432,1632,14032,-1412,2160,612
85,2204,23,86,39,49,1177,240,308,1089,2432,1632,14032,-1412,2160,612
405,2349,95,144,78,111,1225,374,308,1089,2480,1712,14016,-1404,2164,620
85,2178,23,86,39,43,1177,294,295,1089,2480,1712,14016,-1404,2164,620
469,2362,130,193,130,130,1249,401,349,1110,2512,1376,13888,-1408,2180,604
170,2244,59,135,78,80,1195,374,349,1110,2512,1376,13888,-1408,2180,604
427,2362,118,193,130,130,1243,401,349,1110,2576,1376,13920,-1404,2168,608
192,2217,59,115,78,80,1183,374,349,1110,2576,1376,13920,-1404,2168,608
405,2349,95,164,104,111,1231,374,335,1089,2544,2192,14144,-1408,2176,616
192,2244,83,135,78,80,1195,374,349,1117,2544,2192,14144,-1408,2176,616
427,2362,130,193,104,130,1243,455,349,1096,2448,1984,14160,-1416,2180,608
170,2244,83,115,78,68,1201,374,349,1117,2448,1984,14160,-1416,2180,608
363,2322,95,164,78,111,1213,374,295,1089,2448,1600,14128,-1420,2184,612
234,2244,83,135,104,80,1201,374,349,1117,2448,1600,14128,-1420,2184,612
363,2322,95,164,78,111,1225,321,308,1074,2448,1408,14064,-1420,2176,612
170,2217,59,106,65,68,1183,321,335,1110,2448,1408,14064,-1420,2176,612
363,2296,83,144,65,99,1213,321,295,1060,2480,1568,14000,-1408,2180,612
170,2217,59,115,65,80,1195,321,349,1110,2480,1568,14000,-1408,2180,624
320,2296,83,144,65,99,1201,240,268,1060,2336,2240,14224,-1416,2180,624
192,2257,83,135,78,80,1201,401,376,1117,2336,2080,14384,-1408,2180,608
320,2296,95,164,78,99,1213,294,295,1074,2336,2080,14384,-1408,2180,608
170,2244,47,115,65,80,1195,321,335,1110,2384,1488,14160,-1404,2176,628
363,2349,118,164,130,111,1201,374,308,1089,2384,1488,14160,-1404,2176,628
170,2244,59,135,78,80,1201,374,349,1117,2368,1664,14048,-1400,2176,616
320,2296,95,144,104,87,1195,294,295,1074,2368,1664,14048,-1400,2176,616
192,2244,59,115,65,87,1213,401,349,1117,2432,1808,14048,-1412,2184,624
299,2283,83,135,65,68,1183,240,255,1060,2432,1808,14048,-1412,2184,624
234,2283,83,144,104,99,1225,455,376,1132,2400,1680,14144,-1396,2184,608
299,2283,59,135,65,68,1177,240,255,1053,2400,1680,14144,-1396,2184,608
192,2244,59,135,65,99,1213,374,349,1110,2432,1632,13984,-1400,2168,600
320,2296,83,144,78,80,1183,294,295,1060,2432,1632,13984,-1400,2168,600
234,2257,59,135,78,99,1225,401,376,1117,2496,1808,14016,-1416,2180,608
299,2283,83,135,39,68,1165,240,255,1053,2496,1808,14016,-1416,2180,608
192,2244,59,115,78,99,1213,374,335,1110,2560,1856,14048,-1412,2188,604
320,2296,95,135,78,68,1177,240,268,1060,2560,1856,14048,-1412,2188,604
170,2244,59,115,78,99,1225,401,349,1117,2496,1664,14064,-1404,2176,608
299,2283,83,135,65,68,1165,240,255,1053,2496,1664,14064,-1404,2176,608
192,2244,59,135,78,99,1225,374,349,1117,2496,1760,14112,-1412,2180,608
363,2296,95,144,78,80,1177,294,308,1074,2496,1760,14112,-1396,2176,616
256,2283,95,144,130,118,1231,455,376,1132,2560,1664,14016,-1396,2176,616
363,2296,95,144,78,80,1177,321,295,1074,2496,1616,13984,-1404,2176,620
234,2257,83,144,78,111,1243,401,376,1117,2496,1616,13984,-1404,2176,620
320,2283,95,144,78,68,1177,321,308,1074,2464,1760,14064,-1400,2172,616
234,2257,83,144,78,111,1231,401,349,1117,2464,1760,14064,-1400,2172,616
299,2257,83,115,65,49,1147,240,268,1060,2464,1792,14064,-1400,2188,608
256,2322,95,183,130,130,1249,455,402,1132,2464,1792,14064,-1400,2188,608
320,2257,83,144,78,68,1165,294,295,1074,2432,1696,14032,-1408,2188,600
299,2322,95,183,130,136,1261,455,376,1132,2432,1696,14032,-1408,2188,600
256,2257,83,115,78,62,1159,294,295,1074,2432,1744,14080,-1416,2188,596
299,2349,118,193,130,136,1249,455,402,1139,2432,1744,14080,-1416,2188,596
192,2217,47,106,26,43,1147,214,255,1053,2432,1808,14096,-1420,2192,608
299,2349,118,183,130,136,1249,455,402,1139,2432,1808,14096,-1420,2192,608
234,2217,59,115,65,62,1147,240,268,1060,2480,1744,14096,-1424,2200,600
256,2296,83,164,104,118,1231,401,376,1132,2480,1744,14096,-1424,2200,600
234,2217,59,106,39,49,1147,240,268,1060,2560,1712,14048,-1412,2184,608
299,2322,95,164,104,118,1243,401,376,1132,2560,1712,14048,-1412,2184,608
256,2244,83,115,65,62,1159,294,295,1074,2560,1856,14160,-1412,2176,600
320,2349,118,183,130,136,1243,455,402,1139,2560,1856,14160,-1412,2180,604
192,2204,47,86,39,43,1141,214,255,1039,2432,1760,14144,-1416,2180,604
320,2349,118,193,130,136,1249,481,402,1139,2448,1824,14048,-1404,2184,612
234,2204,59,115,65,49,1147,240,255,1053,2448,1824,14048,-1404,2184,612
